age;job;marital;education;balance;housing;loan;month;duration;campaign;pdays
40;management;married;tertiary;0;no;no;jul;109;8;-1
54;management;married;tertiary;55;yes;no;jun;112;2;-1
55;housemaid;married;primary;136;yes;no;jun;15;10;-1
55;services;divorced;secondary;-404;yes;no;jul;502;3;-1
52;blue-collar;married;primary;779;yes;no;may;30;3;-1
55;blue-collar;single;primary;1187;yes;no;jun;193;2;-1
33;management;married;tertiary;641;yes;no;aug;347;2;-1
52;blue-collar;married;unknown;826;yes;no;may;468;2;-1
33;services;divorced;secondary;991;yes;no;may;148;1;-1
53;admin.;married;secondary;1796;no;no;mar;295;1;91
46;admin.;married;secondary;22;no;no;aug;388;6;-1
44;technician;single;secondary;244;yes;no;aug;1735;4;-1
48;management;divorced;tertiary;1328;yes;no;may;339;1;-1
50;housemaid;married;secondary;7317;yes;no;may;172;1;370
34;technician;single;secondary;4943;yes;yes;nov;117;2;-1
38;technician;single;secondary;258;no;yes;jun;587;2;-1
42;management;single;tertiary;515;yes;no;nov;501;2;-1
32;management;single;tertiary;12607;no;no;aug;203;5;84
58;admin.;married;secondary;2;yes;yes;jul;282;9;-1
31;management;married;tertiary;13;no;no;aug;110;5;-1
19;student;single;primary;103;no;no;jul;104;2;-1
41;management;married;tertiary;3872;no;no;oct;231;1;-1
31;unemployed;married;secondary;296;yes;no;may;378;3;-1
52;self-employed;single;primary;217;no;yes;jul;193;6;-1
42;self-employed;divorced;tertiary;360;yes;no;jun;110;5;-1
41;blue-collar;single;secondary;428;yes;no;may;92;1;-1
30;blue-collar;single;secondary;315;no;no;jun;1407;1;-1
38;blue-collar;married;secondary;121;yes;yes;feb;168;1;212
32;management;married;tertiary;820;yes;no;jul;738;3;-1
52;technician;married;secondary;195;yes;no;feb;220;1;63
48;management;divorced;tertiary;108;yes;no;may;89;2;-1
36;management;married;tertiary;-381;yes;no;jul;30;29;-1
45;unemployed;divorced;primary;757;no;no;apr;103;1;325
34;technician;married;tertiary;691;yes;yes;jun;70;1;-1
36;blue-collar;married;primary;1925;yes;no;apr;904;2;-1
34;management;married;tertiary;902;yes;no;may;159;1;367
61;retired;married;secondary;5207;no;no;sep;336;1;81
54;services;married;secondary;0;no;no;jun;220;1;-1
50;entrepreneur;married;secondary;665;no;no;nov;238;1;-1
43;admin.;divorced;secondary;738;yes;no;nov;585;4;191
47;blue-collar;married;primary;233;no;no;aug;293;3;-1
45;services;married;secondary;-839;yes;no;may;68;1;-1
57;retired;married;primary;5799;no;no;jun;97;1;-1
27;admin.;married;secondary;1033;yes;no;may;1713;1;-1
49;unemployed;divorced;secondary;66;no;no;jul;218;3;-1
43;services;married;primary;2567;yes;no;may;109;1;360
40;management;married;tertiary;1584;yes;no;nov;661;1;-1
32;services;single;secondary;182;yes;no;may;145;1;-1
58;management;married;primary;76;yes;no;may;54;4;-1
34;admin.;single;secondary;663;yes;no;apr;111;1;-1
46;technician;divorced;secondary;3455;yes;no;may;566;2;-1
29;blue-collar;married;secondary;15;no;no;jun;136;1;-1
52;blue-collar;married;primary;1054;no;no;aug;273;1;-1
45;management;married;tertiary;1529;no;no;jun;160;1;-1
26;management;single;secondary;63;no;no;jul;76;4;-1
40;technician;married;tertiary;0;no;no;aug;44;1;-1
41;admin.;married;secondary;920;yes;yes;may;239;1;-1
47;admin.;single;secondary;3696;no;no;jul;250;2;181
27;technician;single;unknown;59;no;no;jul;792;4;-1
27;services;married;secondary;0;yes;no;jul;198;13;-1
48;blue-collar;married;secondary;157;yes;no;may;73;1;-1
49;admin.;married;secondary;2465;no;no;aug;157;3;-1
35;blue-collar;married;primary;0;yes;no;jul;90;6;-1
47;self-employed;married;secondary;2;no;no;feb;236;2;-1
54;management;married;tertiary;0;no;no;jul;118;5;-1
39;management;single;tertiary;12437;no;no;nov;40;1;-1
28;student;single;secondary;378;yes;no;apr;346;1;-1
54;blue-collar;married;primary;211;no;no;jun;200;2;-1
34;technician;married;secondary;-228;yes;no;apr;187;3;332
63;retired;married;secondary;2747;no;no;sep;113;1;80
42;self-employed;married;tertiary;1932;yes;no;may;192;32;-1
43;technician;single;secondary;11269;no;no;may;92;1;-1
37;admin.;married;secondary;1314;yes;no;may;682;2;85
55;blue-collar;married;primary;2275;no;no;aug;139;9;-1
43;management;single;tertiary;1304;no;no;aug;501;2;-1
41;blue-collar;married;secondary;720;no;yes;jul;651;1;-1
47;technician;divorced;secondary;2914;yes;no;aug;405;13;-1
34;technician;married;secondary;1464;yes;no;may;350;1;-1
28;student;single;secondary;11555;no;no;apr;125;2;-1
36;services;married;secondary;-302;yes;no;may;36;2;-1
50;technician;married;secondary;2497;yes;no;nov;35;1;176
35;blue-collar;married;secondary;-339;yes;no;may;389;2;-1
40;technician;married;secondary;56;yes;yes;jan;194;1;247
26;self-employed;single;tertiary;211;no;no;jan;168;3;-1
36;management;divorced;tertiary;3611;yes;no;jun;347;3;-1
59;unemployed;married;primary;0;no;no;jan;3025;2;-1
28;student;single;secondary;459;no;no;mar;83;13;-1
46;entrepreneur;married;unknown;242;yes;no;may;332;2;-1
50;self-employed;married;secondary;1138;no;no;aug;219;10;-1
53;management;married;tertiary;1319;yes;no;apr;427;1;150
81;retired;married;secondary;1;no;no;aug;65;5;-1
35;services;divorced;secondary;67;yes;no;may;192;2;-1
58;retired;married;unknown;937;no;no;aug;155;1;-1
44;services;married;secondary;0;yes;yes;may;161;1;-1
38;management;married;tertiary;-558;yes;no;jul;533;1;-1
49;blue-collar;married;secondary;171;no;no;feb;19;3;175
33;technician;single;tertiary;696;no;yes;feb;193;1;176
29;management;married;tertiary;361;yes;yes;jul;819;3;-1
28;technician;single;secondary;227;no;no;apr;278;1;-1
31;admin.;married;secondary;236;yes;yes;may;211;3;-1
33;management;single;tertiary;-53;no;no;jan;617;2;-1
52;technician;married;secondary;192;yes;no;jul;61;2;-1
43;management;divorced;tertiary;38;yes;no;jul;197;6;-1
32;self-employed;single;secondary;518;yes;no;may;34;7;-1
36;self-employed;married;tertiary;16;yes;yes;jul;95;4;-1
41;blue-collar;married;secondary;-256;yes;no;jun;147;2;-1
43;blue-collar;married;secondary;105;no;yes;jul;668;2;-1
45;self-employed;married;tertiary;334;no;no;jun;87;2;-1
39;technician;married;secondary;1048;no;yes;jul;405;1;-1
41;services;married;secondary;108;yes;yes;may;83;7;-1
31;technician;married;secondary;660;no;no;jun;115;1;-1
37;unemployed;single;tertiary;0;yes;no;jul;108;1;-1
28;entrepreneur;married;unknown;1034;no;no;jan;113;1;-1
47;housemaid;married;primary;201;yes;no;aug;58;2;382
37;housemaid;married;primary;189;no;no;aug;148;4;-1
60;retired;divorced;unknown;-49;yes;no;jan;188;1;261
43;technician;divorced;secondary;1413;yes;no;jul;75;3;-1
58;retired;divorced;tertiary;264;yes;yes;jul;523;3;-1
52;entrepreneur;married;tertiary;54;yes;yes;nov;103;1;-1
50;blue-collar;married;primary;12519;yes;no;apr;146;2;147
32;services;single;secondary;2881;no;no;jul;356;1;-1
42;blue-collar;married;primary;0;yes;no;jul;71;1;-1
31;admin.;married;secondary;88;yes;yes;aug;189;2;-1
28;blue-collar;married;secondary;1020;yes;no;may;251;1;-1
36;technician;divorced;tertiary;119;no;no;jul;127;8;-1
51;unemployed;single;tertiary;1594;no;no;feb;197;1;-1
46;technician;married;tertiary;342;yes;yes;may;84;1;-1
50;services;single;secondary;72;no;no;may;141;2;-1
32;blue-collar;married;secondary;14;yes;no;jun;171;1;-1
26;entrepreneur;single;tertiary;81;no;no;jul;262;3;-1
41;self-employed;married;tertiary;231;no;no;aug;352;2;-1
39;technician;married;tertiary;1161;yes;no;apr;236;1;336
31;blue-collar;married;secondary;-45;yes;no;jun;184;1;-1
28;management;single;tertiary;231;yes;yes;jul;568;2;-1
31;management;single;secondary;36;no;no;aug;105;2;-1
30;technician;married;tertiary;1570;yes;no;may;260;1;-1
35;technician;married;tertiary;7050;no;no;aug;222;3;182
33;blue-collar;married;primary;3704;yes;no;jun;447;2;-1
30;technician;single;tertiary;6619;yes;no;aug;239;8;-1
32;blue-collar;single;secondary;-84;yes;no;may;426;1;-1
40;management;single;tertiary;1509;no;no;may;333;1;58
31;self-employed;married;tertiary;1134;no;no;feb;174;2;-1
36;technician;married;secondary;146;yes;yes;may;284;2;-1
33;management;single;tertiary;9449;yes;no;may;428;1;-1
57;retired;married;secondary;374;yes;yes;jul;236;1;-1
45;technician;married;secondary;88;no;no;aug;150;2;-1
59;management;married;tertiary;2764;no;no;dec;237;1;206
30;management;single;tertiary;2;yes;yes;jul;1031;8;-1
33;technician;married;tertiary;8023;no;no;nov;107;1;105
52;blue-collar;married;secondary;289;yes;no;may;45;13;-1
83;retired;married;secondary;0;no;no;mar;140;10;-1
58;self-employed;divorced;tertiary;1382;no;no;jun;700;1;-1
33;management;divorced;tertiary;280;no;yes;nov;155;1;-1
41;blue-collar;divorced;primary;2195;yes;no;jun;211;5;-1
31;self-employed;married;secondary;33;no;no;aug;165;4;-1
35;blue-collar;divorced;secondary;275;no;yes;jul;144;5;-1
27;management;single;tertiary;703;yes;no;jun;590;3;-1
57;admin.;divorced;unknown;887;no;no;jun;43;8;-1
56;unknown;married;unknown;0;no;no;jun;471;2;-1
53;admin.;single;secondary;1178;yes;no;may;295;2;-1
39;management;married;tertiary;2763;yes;no;jun;526;2;-1
32;entrepreneur;single;tertiary;890;yes;yes;aug;27;10;-1
46;self-employed;married;secondary;548;no;no;aug;1181;4;-1
56;technician;married;tertiary;272;no;no;aug;103;2;-1
46;management;divorced;tertiary;6269;yes;no;nov;249;3;112
29;entrepreneur;married;secondary;178;yes;no;may;231;4;-1
60;management;married;primary;252;yes;yes;apr;123;2;147
33;housemaid;single;tertiary;23663;yes;no;apr;199;2;146
27;entrepreneur;single;tertiary;81;no;no;feb;197;1;199
50;self-employed;divorced;tertiary;59;yes;no;may;67;2;-1
45;services;married;secondary;1343;no;yes;jul;220;1;-1
58;retired;married;secondary;225;no;no;aug;122;6;-1
59;retired;married;primary;0;yes;no;may;104;7;-1
58;retired;divorced;primary;2538;yes;no;jul;307;6;-1
64;retired;married;primary;43;no;no;mar;117;1;91
47;technician;married;secondary;57;no;no;may;253;1;342
40;management;married;tertiary;-117;yes;no;jul;770;2;-1
36;technician;divorced;secondary;666;yes;yes;apr;190;1;133
28;management;single;tertiary;0;yes;no;jul;767;5;-1
38;technician;single;tertiary;25;yes;no;jun;232;2;-1
53;entrepreneur;married;primary;1034;yes;no;nov;854;2;170
46;blue-collar;single;secondary;324;yes;no;may;293;6;-1
54;technician;married;secondary;0;no;no;nov;986;1;94
32;management;married;tertiary;0;no;no;nov;66;1;-1
55;management;married;primary;621;no;yes;feb;114;1;208
55;retired;divorced;secondary;138;no;no;jul;205;1;-1
56;technician;married;secondary;4063;no;yes;jul;31;4;-1
40;blue-collar;married;secondary;11084;no;no;jun;113;1;-1
44;technician;married;secondary;310;yes;no;feb;200;1;253
32;entrepreneur;married;unknown;73;yes;no;nov;158;1;135
33;management;married;tertiary;1808;yes;no;jun;99;4;-1
41;unemployed;divorced;secondary;1281;no;no;jul;45;3;-1
37;technician;married;secondary;64;yes;no;may;239;4;278
58;management;single;tertiary;2;yes;no;may;168;3;-1
52;blue-collar;married;secondary;60;no;yes;aug;196;2;-1
49;services;single;secondary;133;no;no;jun;319;6;-1
44;housemaid;married;primary;3706;no;no;jun;209;3;-1
28;admin.;single;unknown;174;no;no;sep;184;1;-1
31;technician;married;secondary;251;no;yes;aug;156;2;-1
37;self-employed;married;secondary;4153;yes;no;jul;35;16;-1
30;technician;single;tertiary;985;yes;no;feb;88;2;-1
28;services;single;secondary;168;no;no;jun;347;3;140
46;services;married;secondary;1550;yes;no;apr;126;2;149
47;management;married;tertiary;7708;yes;no;nov;157;5;-1
35;blue-collar;married;primary;-12;yes;no;may;212;5;-1
80;management;married;primary;6483;no;no;oct;123;1;-1
30;technician;single;tertiary;60;yes;yes;may;306;5;-1
55;technician;single;secondary;3339;yes;no;jun;63;1;-1
22;student;single;tertiary;1161;no;yes;jun;119;1;-1
33;blue-collar;single;primary;599;yes;no;may;29;1;-1
53;entrepreneur;married;unknown;28;no;no;jul;117;2;-1
49;management;married;tertiary;1430;no;no;nov;231;2;-1
51;retired;married;secondary;35;no;yes;jul;123;4;-1
41;self-employed;married;tertiary;6000;yes;no;nov;265;1;-1
34;technician;married;secondary;0;yes;no;jul;144;1;-1
36;blue-collar;single;secondary;340;no;yes;jun;559;3;-1
35;entrepreneur;married;tertiary;0;no;no;may;74;1;168
29;services;married;secondary;3;yes;no;jul;183;1;-1
40;technician;single;tertiary;445;yes;no;jul;631;1;-1
32;management;divorced;tertiary;874;no;no;aug;1282;6;-1
48;blue-collar;married;secondary;705;no;no;may;108;2;-1
59;retired;married;unknown;1033;no;no;jun;1199;1;-1
35;self-employed;divorced;tertiary;1354;yes;no;may;736;2;-1
33;technician;single;tertiary;123;no;no;aug;264;1;-1
55;retired;married;primary;8894;no;no;jun;262;1;-1
41;blue-collar;married;secondary;429;yes;no;may;244;1;-1
42;housemaid;married;primary;14752;no;no;may;107;2;-1
46;blue-collar;married;primary;67;no;no;jun;9;1;-1
35;housemaid;divorced;secondary;39;no;no;jul;149;2;-1
28;technician;single;tertiary;102;no;no;jan;321;2;-1
25;student;single;secondary;1790;no;no;apr;224;1;322
56;management;single;tertiary;15311;no;no;apr;157;6;-1
30;admin.;single;secondary;-635;no;no;jul;250;1;-1
45;blue-collar;married;secondary;115;no;no;aug;209;4;-1
40;management;married;tertiary;10786;no;no;jun;111;3;-1
40;blue-collar;married;secondary;498;yes;no;may;55;2;298
39;blue-collar;married;secondary;1045;yes;yes;jul;290;13;-1
48;entrepreneur;married;tertiary;810;no;no;jun;383;1;-1
31;technician;single;tertiary;-162;yes;no;may;380;1;-1
32;management;married;tertiary;55;no;no;feb;124;3;-1
34;services;married;secondary;586;yes;yes;may;224;2;-1
26;technician;single;secondary;455;no;no;jan;240;1;182
31;management;married;tertiary;1010;yes;no;may;385;3;364
37;management;single;tertiary;509;yes;no;may;133;1;-1
29;student;single;unknown;2929;no;no;aug;91;1;-1
57;technician;married;secondary;3071;yes;yes;may;63;3;-1
47;management;single;tertiary;153;yes;no;nov;192;2;-1
38;self-employed;single;secondary;1146;yes;no;may;91;2;-1
48;blue-collar;married;primary;1092;no;yes;nov;79;1;172
50;management;married;tertiary;3463;no;yes;oct;96;1;-1
33;admin.;married;secondary;1158;yes;no;apr;25;2;-1
28;admin.;single;secondary;26;yes;no;may;227;2;-1
30;services;single;secondary;566;no;no;feb;110;1;-1
52;technician;divorced;secondary;204;no;no;aug;134;2;-1
36;technician;married;secondary;480;no;no;oct;213;1;-1
36;technician;single;secondary;1855;yes;no;feb;75;1;273
46;services;married;secondary;1034;no;no;aug;109;2;-1
57;management;married;tertiary;3250;no;no;aug;162;3;-1
28;management;single;secondary;1633;no;no;jun;275;1;-1
46;services;married;secondary;0;yes;no;jun;154;1;124
55;retired;married;primary;3334;no;no;aug;632;4;-1
33;management;married;tertiary;4020;yes;yes;apr;251;1;-1
53;management;married;secondary;66;no;yes;jul;141;1;-1
41;technician;single;secondary;-41;yes;yes;apr;154;1;-1
60;blue-collar;married;secondary;322;yes;no;may;63;1;-1
35;entrepreneur;married;primary;2643;no;yes;jul;259;1;-1
43;blue-collar;divorced;primary;49;yes;no;may;100;1;-1
57;admin.;divorced;primary;1;no;no;may;17;10;-1
46;admin.;married;secondary;3098;yes;no;nov;192;9;-1
31;blue-collar;married;primary;352;yes;no;may;97;9;-1
53;technician;married;secondary;65;no;no;aug;41;2;-1
35;blue-collar;married;secondary;1949;yes;no;jun;200;3;-1
32;admin.;single;secondary;739;yes;no;nov;91;3;-1
48;management;married;tertiary;1167;yes;yes;jun;264;1;-1
50;admin.;married;secondary;231;yes;no;nov;397;2;-1
40;blue-collar;married;primary;1136;yes;no;may;86;1;-1
42;entrepreneur;married;tertiary;233;no;no;feb;446;1;-1
59;admin.;married;secondary;817;no;no;apr;304;1;-1
27;blue-collar;single;primary;1128;yes;no;jun;88;4;-1
32;management;single;tertiary;1831;yes;no;apr;86;2;-1
35;technician;single;secondary;450;yes;no;may;63;1;-1
28;services;married;secondary;0;yes;no;may;335;2;281
37;management;divorced;secondary;414;no;no;jan;293;2;162
57;management;married;primary;1052;yes;no;may;227;4;-1
42;admin.;single;secondary;1022;yes;no;may;146;2;-1
55;admin.;married;primary;343;yes;no;jul;276;3;-1
52;management;married;tertiary;1944;yes;no;apr;238;3;323
26;blue-collar;single;secondary;-32;yes;yes;jul;14;6;-1
52;technician;married;secondary;1781;yes;no;may;144;2;-1
26;management;single;tertiary;350;no;no;jul;367;1;-1
33;unemployed;married;secondary;2;yes;no;jul;132;1;-1
24;blue-collar;single;primary;111;yes;yes;may;42;4;-1
37;management;divorced;tertiary;168;yes;no;jun;227;1;-1
28;technician;single;secondary;3;no;no;may;40;8;349
30;technician;single;secondary;102;yes;no;may;614;2;-1
33;blue-collar;married;primary;0;yes;no;may;270;1;-1
55;unknown;married;primary;159;no;no;sep;15;1;-1
33;blue-collar;married;secondary;1134;yes;no;may;304;2;-1
42;blue-collar;married;secondary;352;yes;no;may;79;3;-1
37;management;married;tertiary;865;yes;no;jun;101;1;-1
59;blue-collar;married;primary;179;yes;no;may;55;3;-1
27;blue-collar;single;secondary;5;yes;no;may;205;3;-1
23;student;married;tertiary;-230;yes;no;may;259;2;-1
51;management;divorced;tertiary;0;no;no;aug;60;2;-1
50;blue-collar;married;primary;3924;yes;no;apr;122;2;-1
43;technician;married;secondary;764;yes;no;jul;557;5;-1
37;blue-collar;divorced;primary;511;yes;no;may;42;1;-1
34;management;single;tertiary;4348;yes;no;aug;373;8;-1
41;management;married;tertiary;3016;yes;no;jul;80;3;-1
26;student;single;secondary;279;no;no;may;239;3;-1
49;management;divorced;tertiary;1405;no;no;jun;29;1;-1
29;blue-collar;single;secondary;908;yes;no;jun;1663;1;-1
30;management;single;tertiary;162;yes;no;may;186;4;-1
38;services;divorced;secondary;792;no;no;jun;430;1;-1
58;management;married;secondary;111;no;no;mar;58;2;-1
34;student;single;unknown;1281;no;no;aug;279;1;117
53;services;divorced;unknown;1012;yes;no;jul;332;2;-1
50;management;married;tertiary;2881;no;no;aug;510;2;2
30;blue-collar;single;secondary;445;yes;no;apr;218;1;330
40;management;married;secondary;643;yes;no;apr;74;2;256
57;housemaid;single;secondary;254;no;no;oct;676;1;-1
40;management;married;tertiary;-1212;yes;no;may;1259;2;333
41;technician;married;secondary;2125;yes;yes;nov;285;3;116
53;technician;divorced;unknown;629;yes;no;may;298;1;-1
48;blue-collar;married;secondary;-202;yes;yes;jul;225;4;-1
32;technician;single;secondary;271;yes;no;may;80;2;268
